seed,system,rho,execution_status,H_bits,m_bits,consumer_value,comparator_value,class_benefit,observed_benefit,eligible_mass,eligible_reward_drop,no_op_fraction,collapsed,expected_control_diagnostic,error
6118973495324452,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
6118973495324452,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
6118973495324452,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
6118973495324452,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
6118973495324452,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
6118973495324452,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6118973495324452,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8820883060662423,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
8820883060662423,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
8820883060662423,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
8820883060662423,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8820883060662423,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
8820883060662423,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
8820883060662423,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8820883060662423,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8082664755755800,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
8082664755755800,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
8082664755755800,constant,0.5,evaluated,0.5,0.0,0.75,0.7499999999999999,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
8082664755755800,independent,0.5,evaluated,0.5,0.0,0.75,0.7500000000000002,0.0,-2.220446049250313e-16,0.5,0.0,0.5,True,True,
8082664755755800,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
8082664755755800,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
8082664755755800,hidden_irrelevant,0.5,evaluated,1.0,0.0016949863673745864,1.0,1.0,0.0,0.0,,,,False,True,
8082664755755800,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5091417859571657,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5091417859571657,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
5091417859571657,constant,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5091417859571657,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
5091417859571657,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5091417859571657,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5091417859571657,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
5091417859571657,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6656778425370462,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6656778425370462,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
6656778425370462,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
6656778425370462,independent,0.5,evaluated,0.5,0.0,0.7499999999999998,0.7500000000000002,0.0,-4.440892098500626e-16,0.5,0.0,0.5,True,True,
6656778425370462,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6656778425370462,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6656778425370462,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6656778425370462,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8836421164323776,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
8836421164323776,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
8836421164323776,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
8836421164323776,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8836421164323776,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
8836421164323776,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8836421164323776,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8836421164323776,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6972562656253098,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6972562656253098,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
6972562656253098,constant,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
6972562656253098,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
6972562656253098,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6972562656253098,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6972562656253098,hidden_irrelevant,0.5,evaluated,1.0,0.0115342174199601,1.0,1.0,0.0,0.0,,,,False,True,
6972562656253098,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6855703105561904,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
6855703105561904,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
6855703105561904,constant,0.5,evaluated,0.5,0.0,0.75,0.7499999999999999,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
6855703105561904,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6855703105561904,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
6855703105561904,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
6855703105561904,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6855703105561904,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6719922874734692,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6719922874734692,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
6719922874734692,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
6719922874734692,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.7499999999999998,0.0,3.3306690738754696e-16,0.5,0.0,0.5,True,True,
6719922874734692,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6719922874734692,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
6719922874734692,hidden_irrelevant,0.5,evaluated,1.0,0.34482460261263115,1.0,1.0,0.0,0.0,,,,False,True,
6719922874734692,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
4509633139869090,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
4509633139869090,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999998,0.19999999999999996,0.2000000000000004,0.5,0.8,0.18,False,True,
4509633139869090,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
4509633139869090,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
4509633139869090,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
4509633139869090,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
4509633139869090,hidden_irrelevant,0.5,evaluated,1.0,0.00015704010634097834,1.0,1.0,0.0,0.0,,,,False,True,
4509633139869090,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5440373874744259,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5440373874744259,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
5440373874744259,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
5440373874744259,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
5440373874744259,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5440373874744259,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5440373874744259,hidden_irrelevant,0.5,evaluated,1.0,0.10577498789872437,1.0,1.0,0.0,0.0,,,,False,True,
5440373874744259,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7369126503459937,identity,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,True,
7369126503459937,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
7369126503459937,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
7369126503459937,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
7369126503459937,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
7369126503459937,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7369126503459937,hidden_irrelevant,0.5,evaluated,1.0,0.27682930819253193,1.0,1.0,0.0,0.0,,,,False,True,
7369126503459937,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5824059441962779,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
5824059441962779,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
5824059441962779,constant,0.5,evaluated,0.5,0.0,0.75,0.7499999999999999,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5824059441962779,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5824059441962779,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
5824059441962779,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5824059441962779,hidden_irrelevant,0.5,evaluated,1.0,0.05007349941919417,1.0,1.0,0.0,0.0,,,,False,True,
5824059441962779,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8232983095136994,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
8232983095136994,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
8232983095136994,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
8232983095136994,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
8232983095136994,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
8232983095136994,xor_public,0.5,evaluated,0.0,0.0,0.9999999999999999,0.9999999999999999,-1.1102230246251565e-16,0.0,,,,False,True,
8232983095136994,hidden_irrelevant,0.5,evaluated,1.0,0.1682596577665204,1.0,1.0,0.0,0.0,,,,False,True,
8232983095136994,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5288836941123258,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5288836941123258,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
5288836941123258,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
5288836941123258,independent,0.5,evaluated,0.5,0.0,0.75,0.7500000000000002,0.0,-2.220446049250313e-16,0.5,0.0,0.5,True,True,
5288836941123258,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5288836941123258,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5288836941123258,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
5288836941123258,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7591317033749127,identity,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,True,
7591317033749127,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
7591317033749127,constant,0.5,evaluated,0.5,0.0,0.75,0.7500000000000001,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
7591317033749127,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.7499999999999998,0.0,3.3306690738754696e-16,0.5,0.0,0.5,True,True,
7591317033749127,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7500000000000001,0.25,-1.1102230246251565e-16,0.5,0.0,0.0,False,True,
7591317033749127,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7591317033749127,hidden_irrelevant,0.5,evaluated,1.0,0.15103490573424835,1.0,1.0,0.0,0.0,,,,False,True,
7591317033749127,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8509498972158621,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
8509498972158621,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
8509498972158621,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.7499999999999999,0.0,0.0,0.5,0.0,1.0,True,True,
8509498972158621,independent,0.5,evaluated,0.5,0.0,0.75,0.7500000000000002,0.0,-2.220446049250313e-16,0.5,0.0,0.5,True,True,
8509498972158621,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
8509498972158621,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8509498972158621,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
8509498972158621,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7424283626434503,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7424283626434503,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
7424283626434503,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
7424283626434503,independent,0.5,evaluated,0.5,0.0,0.75,0.7500000000000002,0.0,-2.220446049250313e-16,0.5,0.0,0.5,True,True,
7424283626434503,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7424283626434503,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7424283626434503,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
7424283626434503,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7456564734221250,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7456564734221250,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
7456564734221250,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
7456564734221250,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,0.5,True,True,
7456564734221250,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7456564734221250,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7456564734221250,hidden_irrelevant,0.5,evaluated,1.0,0.17141639082131696,1.0,1.0,0.0,0.0,,,,False,True,
7456564734221250,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5624022182982751,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
5624022182982751,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
5624022182982751,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5624022182982751,independent,0.5,evaluated,0.5,0.0,0.75,0.7499999999999998,0.0,2.220446049250313e-16,0.5,0.0,0.5,True,True,
5624022182982751,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
5624022182982751,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5624022182982751,hidden_irrelevant,0.5,evaluated,1.0,0.24810448050814354,1.0,1.0,0.0,0.0,,,,False,True,
5624022182982751,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6624977409084642,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
6624977409084642,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
6624977409084642,constant,0.5,evaluated,0.5,0.0,0.7499999999999999,0.7499999999999999,0.0,0.0,0.5,0.0,1.0,True,True,
6624977409084642,independent,0.5,evaluated,0.5,0.0,0.7500000000000002,0.7500000000000002,0.0,0.0,0.5,0.0,0.5,True,True,
6624977409084642,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
6624977409084642,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
6624977409084642,hidden_irrelevant,0.5,evaluated,1.0,0.07845925465102335,1.0,1.0,0.0,0.0,,,,False,True,
6624977409084642,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5176934956524685,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
5176934956524685,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
5176934956524685,constant,0.5,evaluated,0.5,0.0,0.75,0.7499999999999999,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
5176934956524685,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
5176934956524685,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
5176934956524685,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
5176934956524685,hidden_irrelevant,0.5,evaluated,1.0,0.04317289943243874,1.0,1.0,0.0,0.0,,,,False,True,
5176934956524685,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6372272050493176,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
6372272050493176,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000002,0.19999999999999996,0.19999999999999996,0.5,0.8,0.18,False,True,
6372272050493176,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
6372272050493176,independent,0.5,evaluated,0.5,0.0,0.7500000000000001,0.7499999999999998,0.0,3.3306690738754696e-16,0.5,0.0,0.5,True,True,
6372272050493176,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
6372272050493176,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
6372272050493176,hidden_irrelevant,0.5,evaluated,1.0,0.044523989508951034,1.0,1.0,0.0,0.0,,,,False,True,
6372272050493176,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7655690915929329,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7655690915929329,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.75,0.19999999999999996,0.20000000000000018,0.5,0.8,0.18,False,True,
7655690915929329,constant,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,1.0,True,True,
7655690915929329,independent,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7655690915929329,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7655690915929329,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7655690915929329,hidden_irrelevant,0.5,evaluated,1.0,0.0,1.0,1.0,0.0,0.0,,,,True,True,
7655690915929329,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
7192979647670795,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
7192979647670795,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
7192979647670795,constant,0.5,evaluated,0.5,0.0,0.7500000000000001,0.75,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
7192979647670795,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
7192979647670795,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.75,0.25,0.0,0.5,0.0,0.0,False,True,
7192979647670795,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
7192979647670795,hidden_irrelevant,0.5,evaluated,1.0,0.06818901399880224,1.0,1.0,0.0,0.0,,,,False,True,
7192979647670795,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
6817441907101595,identity,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,True,
6817441907101595,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7499999999999999,0.19999999999999996,0.2000000000000003,0.5,0.8,0.18,False,True,
6817441907101595,constant,0.5,evaluated,0.5,0.0,0.75,0.7499999999999999,0.0,1.1102230246251565e-16,0.5,0.0,1.0,True,True,
6817441907101595,independent,0.5,evaluated,0.5,0.0,0.7499999999999999,0.75,0.0,-1.1102230246251565e-16,0.5,0.0,0.5,True,True,
6817441907101595,informative_unused,0.5,evaluated,0.5,0.5,0.75,0.7499999999999999,0.25,1.1102230246251565e-16,0.5,0.0,0.0,False,True,
6817441907101595,xor_public,0.5,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,,,,False,True,
6817441907101595,hidden_irrelevant,0.5,evaluated,1.0,0.2546690491635923,1.0,1.0,0.0,0.0,,,,False,True,
6817441907101595,symmetric_init,0.5,evaluated,0.5,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,True,True,
8180638057683268,identity,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,True,
8180638057683268,noisy,0.5,evaluated,0.5,0.265502203205358,0.9500000000000002,0.7500000000000001,0.19999999999999996,0.20000000000000007,0.5,0.8,0.18,False,True,
